"","Country.Region","date"
"Australia-2020-02-14","Australia","2020-02-14"
"Australia-2020-02-15","Australia","2020-02-15"
"Australia-2020-02-16","Australia","2020-02-16"
"Australia-2020-02-17","Australia","2020-02-17"
"Australia-2020-02-18","Australia","2020-02-18"
"Australia-2020-02-19","Australia","2020-02-19"
"Australia-2020-02-20","Australia","2020-02-20"
"Australia-2020-02-21","Australia","2020-02-21"
"Australia-2020-02-22","Australia","2020-02-22"
"Australia-2020-02-23","Australia","2020-02-23"
"Australia-2020-02-24","Australia","2020-02-24"
"Australia-2020-02-25","Australia","2020-02-25"
"Australia-2020-02-26","Australia","2020-02-26"
"Australia-2020-02-27","Australia","2020-02-27"
"Australia-2020-02-28","Australia","2020-02-28"
"Australia-2020-02-29","Australia","2020-02-29"
"Australia-2020-03-01","Australia","2020-03-01"
"Australia-2020-03-02","Australia","2020-03-02"
"Australia-2020-03-03","Australia","2020-03-03"
"Australia-2020-03-04","Australia","2020-03-04"
"Australia-2020-03-05","Australia","2020-03-05"
"Australia-2020-03-06","Australia","2020-03-06"
"Australia-2020-03-07","Australia","2020-03-07"
"Australia-2020-03-08","Australia","2020-03-08"
"Australia-2020-03-09","Australia","2020-03-09"
"Australia-2020-03-10","Australia","2020-03-10"
"Australia-2020-03-11","Australia","2020-03-11"
"Australia-2020-03-12","Australia","2020-03-12"
"Australia-2020-03-13","Australia","2020-03-13"
"Australia-2020-03-14","Australia","2020-03-14"
"Australia-2020-03-15","Australia","2020-03-15"
"Australia-2020-03-16","Australia","2020-03-16"
"Australia-2020-03-17","Australia","2020-03-17"
"Australia-2020-03-18","Australia","2020-03-18"
"Australia-2020-03-19","Australia","2020-03-19"
"Australia-2020-03-20","Australia","2020-03-20"
"Australia-2020-03-21","Australia","2020-03-21"
"Australia-2020-03-22","Australia","2020-03-22"
"Austria-2020-01-22","Austria","2020-01-22"
"Austria-2020-01-23","Austria","2020-01-23"
"Austria-2020-01-24","Austria","2020-01-24"
"Austria-2020-01-25","Austria","2020-01-25"
"Austria-2020-01-26","Austria","2020-01-26"
"Austria-2020-01-27","Austria","2020-01-27"
"Austria-2020-01-28","Austria","2020-01-28"
"Austria-2020-01-29","Austria","2020-01-29"
"Austria-2020-01-30","Austria","2020-01-30"
"Austria-2020-01-31","Austria","2020-01-31"
"Austria-2020-02-01","Austria","2020-02-01"
"Austria-2020-02-02","Austria","2020-02-02"
"Austria-2020-02-03","Austria","2020-02-03"
"Austria-2020-02-04","Austria","2020-02-04"
"Austria-2020-02-05","Austria","2020-02-05"
"Austria-2020-02-06","Austria","2020-02-06"
"Austria-2020-02-07","Austria","2020-02-07"
"Austria-2020-02-08","Austria","2020-02-08"
"Austria-2020-02-09","Austria","2020-02-09"
"Austria-2020-02-10","Austria","2020-02-10"
"Austria-2020-02-11","Austria","2020-02-11"
"Austria-2020-02-12","Austria","2020-02-12"
"Austria-2020-02-13","Austria","2020-02-13"
"Austria-2020-02-14","Austria","2020-02-14"
"Austria-2020-02-15","Austria","2020-02-15"
"Austria-2020-02-16","Austria","2020-02-16"
"Austria-2020-02-17","Austria","2020-02-17"
"Austria-2020-02-18","Austria","2020-02-18"
"Austria-2020-02-19","Austria","2020-02-19"
"Austria-2020-02-20","Austria","2020-02-20"
"Austria-2020-02-21","Austria","2020-02-21"
"Austria-2020-02-22","Austria","2020-02-22"
"Austria-2020-02-23","Austria","2020-02-23"
"Austria-2020-02-24","Austria","2020-02-24"
"Austria-2020-02-25","Austria","2020-02-25"
"Austria-2020-02-26","Austria","2020-02-26"
"Austria-2020-02-27","Austria","2020-02-27"
"Austria-2020-02-28","Austria","2020-02-28"
"Austria-2020-02-29","Austria","2020-02-29"
"Austria-2020-03-01","Austria","2020-03-01"
"Austria-2020-03-02","Austria","2020-03-02"
"Austria-2020-03-03","Austria","2020-03-03"
"Austria-2020-03-04","Austria","2020-03-04"
"Austria-2020-03-05","Austria","2020-03-05"
"Austria-2020-03-06","Austria","2020-03-06"
"Austria-2020-03-07","Austria","2020-03-07"
"Austria-2020-03-08","Austria","2020-03-08"
"Austria-2020-03-09","Austria","2020-03-09"
"Austria-2020-03-10","Austria","2020-03-10"
"Austria-2020-03-11","Austria","2020-03-11"
"Austria-2020-03-12","Austria","2020-03-12"
"Austria-2020-03-13","Austria","2020-03-13"
"Austria-2020-03-14","Austria","2020-03-14"
"Austria-2020-03-15","Austria","2020-03-15"
"Austria-2020-03-16","Austria","2020-03-16"
"Austria-2020-03-17","Austria","2020-03-17"
"Austria-2020-03-18","Austria","2020-03-18"
"Austria-2020-03-19","Austria","2020-03-19"
"Austria-2020-03-20","Austria","2020-03-20"
"Austria-2020-03-21","Austria","2020-03-21"
"Austria-2020-03-22","Austria","2020-03-22"
"Azerbaijan-2020-01-22","Azerbaijan","2020-01-22"
"Azerbaijan-2020-01-23","Azerbaijan","2020-01-23"
"Azerbaijan-2020-01-24","Azerbaijan","2020-01-24"
"Azerbaijan-2020-01-25","Azerbaijan","2020-01-25"
"Azerbaijan-2020-01-26","Azerbaijan","2020-01-26"
"Azerbaijan-2020-01-27","Azerbaijan","2020-01-27"
"Azerbaijan-2020-01-28","Azerbaijan","2020-01-28"
"Azerbaijan-2020-01-29","Azerbaijan","2020-01-29"
"Azerbaijan-2020-01-30","Azerbaijan","2020-01-30"
"Azerbaijan-2020-01-31","Azerbaijan","2020-01-31"
"Azerbaijan-2020-02-01","Azerbaijan","2020-02-01"
"Azerbaijan-2020-02-02","Azerbaijan","2020-02-02"
"Azerbaijan-2020-02-03","Azerbaijan","2020-02-03"
"Azerbaijan-2020-02-04","Azerbaijan","2020-02-04"
"Azerbaijan-2020-02-05","Azerbaijan","2020-02-05"
"Azerbaijan-2020-02-06","Azerbaijan","2020-02-06"
"Azerbaijan-2020-02-07","Azerbaijan","2020-02-07"
"Azerbaijan-2020-02-08","Azerbaijan","2020-02-08"
"Azerbaijan-2020-02-09","Azerbaijan","2020-02-09"
"Azerbaijan-2020-02-10","Azerbaijan","2020-02-10"
"Azerbaijan-2020-02-11","Azerbaijan","2020-02-11"
"Azerbaijan-2020-02-12","Azerbaijan","2020-02-12"
"Azerbaijan-2020-02-13","Azerbaijan","2020-02-13"
"Azerbaijan-2020-02-14","Azerbaijan","2020-02-14"
"Azerbaijan-2020-02-15","Azerbaijan","2020-02-15"
"Azerbaijan-2020-02-16","Azerbaijan","2020-02-16"
"Azerbaijan-2020-02-17","Azerbaijan","2020-02-17"
"Azerbaijan-2020-02-18","Azerbaijan","2020-02-18"
"Azerbaijan-2020-02-19","Azerbaijan","2020-02-19"
"Azerbaijan-2020-02-20","Azerbaijan","2020-02-20"
"Azerbaijan-2020-02-21","Azerbaijan","2020-02-21"
"Azerbaijan-2020-02-22","Azerbaijan","2020-02-22"
"Azerbaijan-2020-02-23","Azerbaijan","2020-02-23"
"Azerbaijan-2020-02-24","Azerbaijan","2020-02-24"
"Azerbaijan-2020-02-25","Azerbaijan","2020-02-25"
"Azerbaijan-2020-02-26","Azerbaijan","2020-02-26"
"Azerbaijan-2020-02-27","Azerbaijan","2020-02-27"
"Azerbaijan-2020-02-28","Azerbaijan","2020-02-28"
"Azerbaijan-2020-02-29","Azerbaijan","2020-02-29"
"Azerbaijan-2020-03-01","Azerbaijan","2020-03-01"
"Azerbaijan-2020-03-02","Azerbaijan","2020-03-02"
"Azerbaijan-2020-03-03","Azerbaijan","2020-03-03"
"Azerbaijan-2020-03-04","Azerbaijan","2020-03-04"
"Azerbaijan-2020-03-05","Azerbaijan","2020-03-05"
"Azerbaijan-2020-03-06","Azerbaijan","2020-03-06"
"Azerbaijan-2020-03-07","Azerbaijan","2020-03-07"
"Azerbaijan-2020-03-08","Azerbaijan","2020-03-08"
"Azerbaijan-2020-03-09","Azerbaijan","2020-03-09"
"Azerbaijan-2020-03-10","Azerbaijan","2020-03-10"
"Azerbaijan-2020-03-11","Azerbaijan","2020-03-11"
"Azerbaijan-2020-03-12","Azerbaijan","2020-03-12"
"Azerbaijan-2020-03-13","Azerbaijan","2020-03-13"
"Azerbaijan-2020-03-14","Azerbaijan","2020-03-14"
"Azerbaijan-2020-03-15","Azerbaijan","2020-03-15"
"Azerbaijan-2020-03-16","Azerbaijan","2020-03-16"
"Azerbaijan-2020-03-17","Azerbaijan","2020-03-17"
"Azerbaijan-2020-03-18","Azerbaijan","2020-03-18"
"Azerbaijan-2020-03-19","Azerbaijan","2020-03-19"
"Azerbaijan-2020-03-20","Azerbaijan","2020-03-20"
"Azerbaijan-2020-03-21","Azerbaijan","2020-03-21"
"Azerbaijan-2020-03-22","Azerbaijan","2020-03-22"
"Bahamas, The-2020-01-22","Bahamas, The","2020-01-22"
"Bahamas, The-2020-01-23","Bahamas, The","2020-01-23"
"Bahamas, The-2020-01-24","Bahamas, The","2020-01-24"
"Bahamas, The-2020-01-25","Bahamas, The","2020-01-25"
"Bahamas, The-2020-01-26","Bahamas, The","2020-01-26"
"Bahamas, The-2020-01-27","Bahamas, The","2020-01-27"
"Bahamas, The-2020-01-28","Bahamas, The","2020-01-28"
"Bahamas, The-2020-01-29","Bahamas, The","2020-01-29"
"Bahamas, The-2020-01-30","Bahamas, The","2020-01-30"
"Bahamas, The-2020-01-31","Bahamas, The","2020-01-31"
"Bahamas, The-2020-02-01","Bahamas, The","2020-02-01"
"Bahamas, The-2020-02-02","Bahamas, The","2020-02-02"
"Bahamas, The-2020-02-03","Bahamas, The","2020-02-03"
"Bahamas, The-2020-02-04","Bahamas, The","2020-02-04"
"Bahamas, The-2020-02-05","Bahamas, The","2020-02-05"
"Bahamas, The-2020-02-06","Bahamas, The","2020-02-06"
"Bahamas, The-2020-02-07","Bahamas, The","2020-02-07"
"Bahamas, The-2020-02-08","Bahamas, The","2020-02-08"
"Bahamas, The-2020-02-09","Bahamas, The","2020-02-09"
"Bahamas, The-2020-02-10","Bahamas, The","2020-02-10"
"Bahamas, The-2020-02-11","Bahamas, The","2020-02-11"
"Bahamas, The-2020-02-12","Bahamas, The","2020-02-12"
"Bahamas, The-2020-02-13","Bahamas, The","2020-02-13"
"Bahamas, The-2020-02-14","Bahamas, The","2020-02-14"
"Bahamas, The-2020-02-15","Bahamas, The","2020-02-15"
"Bahamas, The-2020-02-16","Bahamas, The","2020-02-16"
"Bahamas, The-2020-02-17","Bahamas, The","2020-02-17"
"Bahamas, The-2020-02-18","Bahamas, The","2020-02-18"
"Bahamas, The-2020-02-19","Bahamas, The","2020-02-19"
"Bahamas, The-2020-02-20","Bahamas, The","2020-02-20"
"Bahamas, The-2020-02-21","Bahamas, The","2020-02-21"
"Bahamas, The-2020-02-22","Bahamas, The","2020-02-22"
"Bahamas, The-2020-02-23","Bahamas, The","2020-02-23"
"Bahamas, The-2020-02-24","Bahamas, The","2020-02-24"
"Bahamas, The-2020-02-25","Bahamas, The","2020-02-25"
"Bahamas, The-2020-02-26","Bahamas, The","2020-02-26"
"Bahamas, The-2020-02-27","Bahamas, The","2020-02-27"
"Bahamas, The-2020-02-28","Bahamas, The","2020-02-28"
"Bahamas, The-2020-02-29","Bahamas, The","2020-02-29"
"Bahamas, The-2020-03-01","Bahamas, The","2020-03-01"
"Bahamas, The-2020-03-02","Bahamas, The","2020-03-02"
"Bahamas, The-2020-03-03","Bahamas, The","2020-03-03"
"Bahamas, The-2020-03-04","Bahamas, The","2020-03-04"
"Bahamas, The-2020-03-05","Bahamas, The","2020-03-05"
"Bahamas, The-2020-03-06","Bahamas, The","2020-03-06"
"Bahamas, The-2020-03-07","Bahamas, The","2020-03-07"
"Bahamas, The-2020-03-08","Bahamas, The","2020-03-08"
"Bahamas, The-2020-03-09","Bahamas, The","2020-03-09"
"Bahamas, The-2020-03-10","Bahamas, The","2020-03-10"
"Bahamas, The-2020-03-11","Bahamas, The","2020-03-11"
"Bahamas, The-2020-03-12","Bahamas, The","2020-03-12"
"Bahamas, The-2020-03-13","Bahamas, The","2020-03-13"
"Bahamas, The-2020-03-14","Bahamas, The","2020-03-14"
"Bahamas, The-2020-03-15","Bahamas, The","2020-03-15"
"Bahamas, The-2020-03-16","Bahamas, The","2020-03-16"
"Bahamas, The-2020-03-17","Bahamas, The","2020-03-17"
"Bahamas, The-2020-03-18","Bahamas, The","2020-03-18"
"Bahamas, The-2020-03-19","Bahamas, The","2020-03-19"
"Bahamas, The-2020-03-20","Bahamas, The","2020-03-20"
"Bahamas, The-2020-03-21","Bahamas, The","2020-03-21"
"Bahamas, The-2020-03-22","Bahamas, The","2020-03-22"
"Bahrain-2020-01-22","Bahrain","2020-01-22"
"Bahrain-2020-01-23","Bahrain","2020-01-23"
"Bahrain-2020-01-24","Bahrain","2020-01-24"
"Bahrain-2020-01-25","Bahrain","2020-01-25"
"Bahrain-2020-01-26","Bahrain","2020-01-26"
"Bahrain-2020-01-27","Bahrain","2020-01-27"
"Bahrain-2020-01-28","Bahrain","2020-01-28"
"Bahrain-2020-01-29","Bahrain","2020-01-29"
"Bahrain-2020-01-30","Bahrain","2020-01-30"
"Bahrain-2020-01-31","Bahrain","2020-01-31"
"Bahrain-2020-02-01","Bahrain","2020-02-01"
"Bahrain-2020-02-02","Bahrain","2020-02-02"
"Bahrain-2020-02-03","Bahrain","2020-02-03"
"Bahrain-2020-02-04","Bahrain","2020-02-04"
"Bahrain-2020-02-05","Bahrain","2020-02-05"
"Bahrain-2020-02-06","Bahrain","2020-02-06"
"Bahrain-2020-02-07","Bahrain","2020-02-07"
"Bahrain-2020-02-08","Bahrain","2020-02-08"
"Bahrain-2020-02-09","Bahrain","2020-02-09"
"Bahrain-2020-02-10","Bahrain","2020-02-10"
"Bahrain-2020-02-11","Bahrain","2020-02-11"
"Bahrain-2020-02-12","Bahrain","2020-02-12"
"Bahrain-2020-02-13","Bahrain","2020-02-13"
"Bahrain-2020-02-14","Bahrain","2020-02-14"
"Bahrain-2020-02-15","Bahrain","2020-02-15"
"Bahrain-2020-02-16","Bahrain","2020-02-16"
"Bahrain-2020-02-17","Bahrain","2020-02-17"
"Bahrain-2020-02-18","Bahrain","2020-02-18"
"Bahrain-2020-02-19","Bahrain","2020-02-19"
"Bahrain-2020-02-20","Bahrain","2020-02-20"
"Bahrain-2020-02-21","Bahrain","2020-02-21"
"Bahrain-2020-02-22","Bahrain","2020-02-22"
"Bahrain-2020-02-23","Bahrain","2020-02-23"
"Bahrain-2020-02-24","Bahrain","2020-02-24"
"Bahrain-2020-02-25","Bahrain","2020-02-25"
"Bahrain-2020-02-26","Bahrain","2020-02-26"
"Bahrain-2020-02-27","Bahrain","2020-02-27"
"Bahrain-2020-02-28","Bahrain","2020-02-28"
"Bahrain-2020-02-29","Bahrain","2020-02-29"
"Bahrain-2020-03-01","Bahrain","2020-03-01"
"Bahrain-2020-03-02","Bahrain","2020-03-02"
"Bahrain-2020-03-03","Bahrain","2020-03-03"
"Bahrain-2020-03-04","Bahrain","2020-03-04"
"Bahrain-2020-03-05","Bahrain","2020-03-05"
"Bahrain-2020-03-06","Bahrain","2020-03-06"
"Bahrain-2020-03-07","Bahrain","2020-03-07"
"Bahrain-2020-03-08","Bahrain","2020-03-08"
"Bahrain-2020-03-09","Bahrain","2020-03-09"
"Bahrain-2020-03-10","Bahrain","2020-03-10"
"Bahrain-2020-03-11","Bahrain","2020-03-11"
"Bahrain-2020-03-12","Bahrain","2020-03-12"
"Bahrain-2020-03-13","Bahrain","2020-03-13"
"Bahrain-2020-03-14","Bahrain","2020-03-14"
"Bahrain-2020-03-15","Bahrain","2020-03-15"
"Bahrain-2020-03-16","Bahrain","2020-03-16"
"Bahrain-2020-03-17","Bahrain","2020-03-17"
"Bahrain-2020-03-18","Bahrain","2020-03-18"
"Bahrain-2020-03-19","Bahrain","2020-03-19"
"Bahrain-2020-03-20","Bahrain","2020-03-20"
"Bahrain-2020-03-21","Bahrain","2020-03-21"
"Bahrain-2020-03-22","Bahrain","2020-03-22"
"Bangladesh-2020-01-22","Bangladesh","2020-01-22"
"Bangladesh-2020-01-23","Bangladesh","2020-01-23"
"Bangladesh-2020-01-24","Bangladesh","2020-01-24"
"Bangladesh-2020-01-25","Bangladesh","2020-01-25"
"Bangladesh-2020-01-26","Bangladesh","2020-01-26"
"Bangladesh-2020-01-27","Bangladesh","2020-01-27"
"Bangladesh-2020-01-28","Bangladesh","2020-01-28"
"Bangladesh-2020-01-29","Bangladesh","2020-01-29"
"Bangladesh-2020-01-30","Bangladesh","2020-01-30"
"Bangladesh-2020-01-31","Bangladesh","2020-01-31"
"Bangladesh-2020-02-01","Bangladesh","2020-02-01"
"Bangladesh-2020-02-02","Bangladesh","2020-02-02"
"Bangladesh-2020-02-03","Bangladesh","2020-02-03"
"Bangladesh-2020-02-04","Bangladesh","2020-02-04"
"Bangladesh-2020-02-05","Bangladesh","2020-02-05"
"Bangladesh-2020-02-06","Bangladesh","2020-02-06"
"Bangladesh-2020-02-07","Bangladesh","2020-02-07"
"Bangladesh-2020-02-08","Bangladesh","2020-02-08"
"Bangladesh-2020-02-09","Bangladesh","2020-02-09"
"Bangladesh-2020-02-10","Bangladesh","2020-02-10"
"Bangladesh-2020-02-11","Bangladesh","2020-02-11"
"Bangladesh-2020-02-12","Bangladesh","2020-02-12"
"Bangladesh-2020-02-13","Bangladesh","2020-02-13"
"Bangladesh-2020-02-14","Bangladesh","2020-02-14"
"Bangladesh-2020-02-15","Bangladesh","2020-02-15"
"Bangladesh-2020-02-16","Bangladesh","2020-02-16"
"Bangladesh-2020-02-17","Bangladesh","2020-02-17"
"Bangladesh-2020-02-18","Bangladesh","2020-02-18"
"Bangladesh-2020-02-19","Bangladesh","2020-02-19"
"Bangladesh-2020-02-20","Bangladesh","2020-02-20"
"Bangladesh-2020-02-21","Bangladesh","2020-02-21"
"Bangladesh-2020-02-22","Bangladesh","2020-02-22"
"Bangladesh-2020-02-23","Bangladesh","2020-02-23"
"Bangladesh-2020-02-24","Bangladesh","2020-02-24"
"Bangladesh-2020-02-25","Bangladesh","2020-02-25"
"Bangladesh-2020-02-26","Bangladesh","2020-02-26"
"Bangladesh-2020-02-27","Bangladesh","2020-02-27"
"Bangladesh-2020-02-28","Bangladesh","2020-02-28"
"Bangladesh-2020-02-29","Bangladesh","2020-02-29"
"Bangladesh-2020-03-01","Bangladesh","2020-03-01"
"Bangladesh-2020-03-02","Bangladesh","2020-03-02"
"Bangladesh-2020-03-03","Bangladesh","2020-03-03"
"Bangladesh-2020-03-04","Bangladesh","2020-03-04"
"Bangladesh-2020-03-05","Bangladesh","2020-03-05"
"Bangladesh-2020-03-06","Bangladesh","2020-03-06"
"Bangladesh-2020-03-07","Bangladesh","2020-03-07"
"Bangladesh-2020-03-08","Bangladesh","2020-03-08"
"Bangladesh-2020-03-09","Bangladesh","2020-03-09"
"Bangladesh-2020-03-10","Bangladesh","2020-03-10"
"Bangladesh-2020-03-11","Bangladesh","2020-03-11"
"Bangladesh-2020-03-12","Bangladesh","2020-03-12"
"Bangladesh-2020-03-13","Bangladesh","2020-03-13"
"Bangladesh-2020-03-14","Bangladesh","2020-03-14"
"Bangladesh-2020-03-15","Bangladesh","2020-03-15"
"Bangladesh-2020-03-16","Bangladesh","2020-03-16"
"Bangladesh-2020-03-17","Bangladesh","2020-03-17"
"Bangladesh-2020-03-18","Bangladesh","2020-03-18"
"Bangladesh-2020-03-19","Bangladesh","2020-03-19"
"Bangladesh-2020-03-20","Bangladesh","2020-03-20"
"Bangladesh-2020-03-21","Bangladesh","2020-03-21"
"Bangladesh-2020-03-22","Bangladesh","2020-03-22"
"Barbados-2020-01-22","Barbados","2020-01-22"
"Barbados-2020-01-23","Barbados","2020-01-23"
"Barbados-2020-01-24","Barbados","2020-01-24"
"Barbados-2020-01-25","Barbados","2020-01-25"
"Barbados-2020-01-26","Barbados","2020-01-26"
"Barbados-2020-01-27","Barbados","2020-01-27"
"Barbados-2020-01-28","Barbados","2020-01-28"
"Barbados-2020-01-29","Barbados","2020-01-29"
"Barbados-2020-01-30","Barbados","2020-01-30"
"Barbados-2020-01-31","Barbados","2020-01-31"
"Barbados-2020-02-01","Barbados","2020-02-01"
"Barbados-2020-02-02","Barbados","2020-02-02"
"Barbados-2020-02-03","Barbados","2020-02-03"
"Barbados-2020-02-04","Barbados","2020-02-04"
"Barbados-2020-02-05","Barbados","2020-02-05"
"Barbados-2020-02-06","Barbados","2020-02-06"
"Barbados-2020-02-07","Barbados","2020-02-07"
"Barbados-2020-02-08","Barbados","2020-02-08"
"Barbados-2020-02-09","Barbados","2020-02-09"
"Barbados-2020-02-10","Barbados","2020-02-10"
"Barbados-2020-02-11","Barbados","2020-02-11"
"Barbados-2020-02-12","Barbados","2020-02-12"
"Barbados-2020-02-13","Barbados","2020-02-13"
"Barbados-2020-02-14","Barbados","2020-02-14"
"Barbados-2020-02-15","Barbados","2020-02-15"
"Barbados-2020-02-16","Barbados","2020-02-16"
"Barbados-2020-02-17","Barbados","2020-02-17"
"Barbados-2020-02-18","Barbados","2020-02-18"
"Barbados-2020-02-19","Barbados","2020-02-19"
"Barbados-2020-02-20","Barbados","2020-02-20"
"Barbados-2020-02-21","Barbados","2020-02-21"
"Barbados-2020-02-22","Barbados","2020-02-22"
"Barbados-2020-02-23","Barbados","2020-02-23"
"Barbados-2020-02-24","Barbados","2020-02-24"
"Barbados-2020-02-25","Barbados","2020-02-25"
"Barbados-2020-02-26","Barbados","2020-02-26"
"Barbados-2020-02-27","Barbados","2020-02-27"
"Barbados-2020-02-28","Barbados","2020-02-28"
"Barbados-2020-02-29","Barbados","2020-02-29"
"Barbados-2020-03-01","Barbados","2020-03-01"
"Barbados-2020-03-02","Barbados","2020-03-02"
"Barbados-2020-03-03","Barbados","2020-03-03"
"Barbados-2020-03-04","Barbados","2020-03-04"
"Barbados-2020-03-05","Barbados","2020-03-05"
"Barbados-2020-03-06","Barbados","2020-03-06"
"Barbados-2020-03-07","Barbados","2020-03-07"
"Barbados-2020-03-08","Barbados","2020-03-08"
"Barbados-2020-03-09","Barbados","2020-03-09"
"Barbados-2020-03-10","Barbados","2020-03-10"
"Barbados-2020-03-11","Barbados","2020-03-11"
"Barbados-2020-03-12","Barbados","2020-03-12"
"Barbados-2020-03-13","Barbados","2020-03-13"
"Barbados-2020-03-14","Barbados","2020-03-14"
"Barbados-2020-03-15","Barbados","2020-03-15"
"Barbados-2020-03-16","Barbados","2020-03-16"
"Barbados-2020-03-17","Barbados","2020-03-17"
"Barbados-2020-03-18","Barbados","2020-03-18"
"Barbados-2020-03-19","Barbados","2020-03-19"
"Barbados-2020-03-20","Barbados","2020-03-20"
"Barbados-2020-03-21","Barbados","2020-03-21"
"Barbados-2020-03-22","Barbados","2020-03-22"
"Belarus-2020-01-22","Belarus","2020-01-22"
"Belarus-2020-01-23","Belarus","2020-01-23"
"Belarus-2020-01-24","Belarus","2020-01-24"
"Belarus-2020-01-25","Belarus","2020-01-25"
"Belarus-2020-01-26","Belarus","2020-01-26"
"Belarus-2020-01-27","Belarus","2020-01-27"
"Belarus-2020-01-28","Belarus","2020-01-28"
"Belarus-2020-01-29","Belarus","2020-01-29"
"Belarus-2020-01-30","Belarus","2020-01-30"
"Belarus-2020-01-31","Belarus","2020-01-31"
"Belarus-2020-02-01","Belarus","2020-02-01"
"Belarus-2020-02-02","Belarus","2020-02-02"
"Belarus-2020-02-03","Belarus","2020-02-03"
"Belarus-2020-02-04","Belarus","2020-02-04"
"Belarus-2020-02-05","Belarus","2020-02-05"
"Belarus-2020-02-06","Belarus","2020-02-06"
"Belarus-2020-02-07","Belarus","2020-02-07"
"Belarus-2020-02-08","Belarus","2020-02-08"
"Belarus-2020-02-09","Belarus","2020-02-09"
"Belarus-2020-02-10","Belarus","2020-02-10"
"Belarus-2020-02-11","Belarus","2020-02-11"
"Belarus-2020-02-12","Belarus","2020-02-12"
